Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BFK,BlackRock Municipal Income Trust,15.82,$707.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),23.73,$1.67B,2012,n/a,n/a,http://www.nasdaq.com/symbol/btt
MEN,"Blackrock MuniEnhanced Fund, Inc.",12.67,$373.65M,1989,n/a,n/a,http://www.nasdaq.com/symbol/men
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",16.22,$663.25M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muc
MUH,"Blackrock MuniHoldings Fund II, Inc.",16.88,$190.25M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muh
MHD,"Blackrock MuniHoldings Fund, Inc.",18.66,$262.81M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,15.6,$589.08M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mfl
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",16.01,$340.63M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muj
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",15.58,$483.47M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",14.53,$326.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",14.41,$187.25M,1998,n/a,n/a,http://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",17.39,$362.74M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",17.1,$364.15M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",16.39,$563.18M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",15.9,$738.28M,1991,n/a,n/a,http://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,16.31,$221.87M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,14.99,$126.93M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",15.05,$274.2M,1992,n/a,n/a,http://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",16.9099,$240.61M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",14.54,$573.75M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,15.7076,$180.65M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",14.67,$330.37M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",15.56,$1.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi
MQY,"Blackrock MuniYield Quality Fund, Inc.",16.79,$513.58M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqy
BNJ,BlackRock New Jersey Municipal Income Trust,16.47,$126.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bnj
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,16.43,$212.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,15.0003,$54.5M,2001,n/a,n/a,http://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,15.84,$44.35M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,14.7548,$96.2M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bse
BCX,BlackRock Resources,7.38,$343.73M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,16.01,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),15.61,$114.03M,1999,n/a,n/a,http://www.nasdaq.com/symbol/bsd
BUI,BlackRock Utility and Infrastructure Trust,18.47,$312.27M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bui
BLK,"BlackRock, Inc.",347.29,$56.74B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,14.07,$628.43M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,14.28,$181.39M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,15.42,$234.61M,2010,n/a,n/a,http://www.nasdaq.com/symbol/bsl
BCRH,Blue Capital Reinsurance Holdings Ltd.,17.47,$152.9M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bcrh
BXC,BlueLinx Holdings Inc.,0.72,$64.84M,2004,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/bxc
BWP,Boardwalk Pipeline Partners L.P.,16.18,$4.05B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/bwp
BA,Boeing Company (The),132.12,$84.16B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba
BCC,"Boise Cascade, L.L.C.",22,$852.51M,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc
BCEI,"Bonanza Creek Energy, Inc.",3.57,$177.15M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bcei
BOOT,"Boot Barn Holdings, Inc.",6.45,$169.96M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,27.64,$4.11B,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,32.97,$7.17B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa
SAM,"Boston Beer Company, Inc. (The)",150.04,$1.91B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/sam
BXP,"Boston Properties, Inc.",130.06,$19.98B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,22.35,$30.33B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx
BOX,"Box, Inc.",11.55,$1.44B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,18.96,$2.13B,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BP,BP p.l.c.,31.47,$97.78B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,13.5,$288.9M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
BERY,BPC Acquisition Corp,38.52,$4.66B,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BRC,Brady Corporation,26.99,$1.36B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc
BDN^E,Brandywine Realty Tr,26.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdn^e
BDN,Brandywine Realty Trust,15.35,$2.69B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.4399,$200.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,11.61,$4.63B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,13.46,$10.94B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/brfs
BPI,"Bridgepoint Education, Inc.",8.35,$386.53M,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,21.32,$923.91M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg
BFAM,Bright Horizons Family Solutions Inc.,65.82,$3.93B,2013,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam
EAT,"Brinker International, Inc.",44.95,$2.5B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat
BCO,Brink&#39;s Company (The),28.93,$1.43B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco
BMY,Bristol-Myers Squibb Company,71.18,$118.82B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy
BRS,Bristow Group Inc,14.53,$507.85M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/brs
BRX,Brixmor Property Group Inc.,25.83,$7.73B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx
BR,"Broadridge Financial Solutions, Inc.",61.75,$7.3B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br
BKD,Brookdale Senior Living Inc.,17.36,$3.23B,2005,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/bkd
BAM,Brookfield Asset Management Inc,33.18,$32.75B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam
BOXC,Brookfield Canada Office Properties,22.1,$580.43M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/boxc
DTLA^,Brookfield DTLA Inc.,20.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtla^
INF,Brookfield Global Listed Infrastructure Income Fund,11.95,$123.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inf
HHY,Brookfield High Income Fund Inc.,7.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hhy
BIP,Brookfield Infrastructure Partners LP,42.96,$6.97B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip
BOI,Brookfield Mortgage Opportunity Income Fund Inc.,14.81,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/boi
BPY,Brookfield Property Partners L.P.,24.02,$6.28B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy
BEP,Brookfield Renewable Partners L.P.,29.79,$4.27B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bep
HTR,Brookfield Total Return Fund Inc.,23.35,$325.98M,1989,n/a,n/a,http://www.nasdaq.com/symbol/htr
BRO,"Brown & Brown, Inc.",35.13,$4.92B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/bro
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.b
BRT,BRT Realty Trust,7.1356,$99.29M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt
BC,Brunswick Corporation,47.18,$4.28B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bc
BT,BT Group plc,31.84,$53.32B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt
BPL,Buckeye Partners L.P.,68.49,$8.92B,1986,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bpl
BKE,"Buckle, Inc. (The)",23.88,$1.16B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke
BVN,Buenaventura Mining Company Inc.,10.03,$2.55B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn
BBW,"Build-A-Bear Workshop, Inc.",13.36,$211.49M,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw
BG,Bunge Limited,60.65,$8.45B,2001,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bg
BURL,"Burlington Stores, Inc.",52,$3.75B,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl
BWXT,"BWX Technologies, Inc.",33.83,$3.51B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bwxt
CJES,"C&J Energy Services, Ltd.",0.4622,$55.48M,2015,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cjes
BCR,"C.R. Bard, Inc.",218.65,$16.03B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr
BNK,"C1 Financial, Inc.",22.58,$363.56M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bnk
GYB,CABCO Series 2004-101 Trust,20.4626,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,17.84,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh
CAB,Cabela&#39;s Inc,47.88,$3.27B,2004,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab
CABO,"Cable One, Inc.",498.51,$2.86B,2015,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cabo
CVC,Cablevision Systems Corporation,34.6,$9.56B,1986,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cvc
CBT,Cabot Corporation,44.59,$2.78B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,23.81,$11.07B,1990,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",94.11,$2.29B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
CAE,CAE Inc,12.18,$3.28B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cae
CAI,"CAI International, Inc.",7.53,$146.3M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/cai
CAA,"CalAtlantic Group, Inc.",34.03,$4.03B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/caa
CAL,"Caleres, Inc.",23.05,$1.01B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/cal
CCC,Calgon Carbon Corporation,15.02,$759.83M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc
CRC,California Resources Corporation,1.52,$591.53M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crc
CWT,California Water  Service Group Holding,28.68,$1.38B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",6.9,$330.68M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,9.31,$874.59M,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,10.81,$1.31B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe
CPE^A,Callon Petroleum Company,49.48,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a
CPN,Calpine Corporation,14.71,$5.28B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn
CBM,Cambrex Corporation,47.45,$1.52B,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm
CPT,Camden Property Trust,85.95,$7.48B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,11.57,$4.58B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj
CPB,Campbell Soup Company,66.1,$20.43B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb
CM,Canadian Imperial Bank of Commerce,78.2,$30.86B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,58.78,$45.82B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,28.57,$31.3B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,133.62,$20.45B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp
CAJ,"Canon, Inc.",27.84,$30.4B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj
CMN,Cantel Medical Corp.,66.15,$2.76B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmn
COF,Capital One Financial Corporation,68.71,$35.19B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws
COF^C,Capital One Financial Corporation,26.53,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,27.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d
COF^F,Capital One Financial Corporation,26.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f
COF^P,Capital One Financial Corporation,25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p
CSU,Capital Senior Living Corporation,18.79,$562.49M,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",28.26,$2.65B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CLA,Capitala Finance Corp.,25.22,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cla
CMO,Capstead Mortgage Corporation,9.92,$951.8M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,24.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e
CRR,"Carbo Ceramics, Inc.",10.63,$249.42M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr
CAH,"Cardinal Health, Inc.",76.25,$24.84B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah
CCP,"Care Capital Properties, Inc.",25.78,$2.16B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp
CRCM,"Care.com, Inc.",7.74,$252.12M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm
CSL,Carlisle Companies Incorporated,100.56,$6.46B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl
KMX,CarMax Inc,50.67,$9.82B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,49.6,$38.62B,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,51.48,$40.08B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,30.71,$1.43B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",23.53,$391.32M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv
CRI,"Carter&#39;s, Inc.",99.34,$5.04B,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri
CSH,"Cash America International, Inc.",38.05,$913.36M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/csh
CAS,Castle (A.M.) & Co.,2.15,$51.16M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cas
CSLT,"Castlight Health, inc.",3.34,$323.6M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",23.85,$2.97B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
CTT,"CatchMark Timber Trust, Inc.",11.03,$427.66M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",70.07,$40.91B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),35.64,$993.4M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",10.2,$536.42M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",10.95,$1.87B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",25.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,7.87,$917.57M,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr
CBG,"CBRE Group, Inc.",28.68,$9.62B,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg
CBS,CBS Corporation,53.5,$24.24B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs
CBS.A,CBS Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs.a
CBX,CBX (Listing Market NYSE Networks AE,1.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx
CDI,CDI Corporation,5.79,$111.52M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi
CEB,CEB Inc.,59.54,$1.92B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ceb
FUN,"Cedar Fair, L.P.",58.19,$3.26B,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",7.08,$604.22M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",25.4219,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b
CGI,"Celadon Group, Inc.",9.02,$254.54M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi
CE,Celanese Corporation,69.95,$10.31B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",9.99,$1.24B,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls
CEL,"Cellcom Israel, Ltd.",7.32,$736.43M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,9.14,$995.69M,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,6.59,$9.23B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx
CNCO,Cencosud S.A.,7.52,$7.09B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
CVE,Cenovus Energy Inc,14.73,$12.27B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,56.64,$9.66B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc
CEN,Center Coast MLP & Infrastructure Fund,10.87,$161M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",22,$9.47B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras SA,2.2,$2.98B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras SA,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebr.b
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",18.25,$158.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
CCS,"Century Communities, Inc.",17.38,$366.73M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",27.88,$15.22B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl
CVO,Cenveo Inc,0.9,$61.09M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cvo
CF,"CF Industries Holdings, Inc.",27.65,$6.45B,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf
CGG,CGG,0.7499,$132.78M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg
GIB,"CGI Group, Inc.",44.95,$12.13B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,12.22,$311.28M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom
CRL,"Charles River Laboratories International, Inc.",82.81,$3.91B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),21.7,$832.18M,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt
CKP,"Checkpoint Systms, Inc.",10.14,$424.83M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ckp
CMCM,Cheetah Mobile Inc.,14.25,$2.03B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",4.42,$398.35M,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,126.14,$2.09B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CC,Chemours Company (The),9.81,$1.78B,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc
CHMT,Chemtura Corp.,26.53,$1.7B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt
CHMI,Cherry Hill Mortgage Investment Corporation,14.74,$110.83M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi
CHK,Chesapeake Energy Corporation,4.06,$2.78B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,23.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,2.13,$99.58M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,24.15,$1.45B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp
CHSP^A,Chesapeake Lodging Trust,26.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a
CPK,Chesapeake Utilities Corporation,60.77,$930.3M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,100.74,$189.86B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
CBI,Chicago Bridge & Iron Company N.V.,36.88,$3.88B,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi
CHS,"Chico&#39;s FAS, Inc.",11.18,$1.49B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs
